Дата,Команда 1,Команда 2,К1 Счет,К2 Счет,К1 Владение мячом,К2 Владение мячом,К1 Удары,К2 Удары,К1 Удары в створ,К2 Удары в створ,К1 Удары мимо,К2 Удары мимо,К1 Блок-но ударов,К2 Блок-но ударов,К1 Штрафные,К2 Штрафные,К1 Угловые,К2 Угловые,К1 Офсайды,К2 Офсайды,К1 Сэйвы,К2 Сэйвы,К1 Фолы,К2 Фолы,К1 Красные карточки,К2 Красные карточки,К1 Желтые карточки,К2 Желтые карточки,К1 Всего передач,К2 Всего передач,К1 Oтборы,К2 Oтборы,К1 Вбрасывания,К2 Вбрасывания,К1 Точность передач,К2 Точность передач
22.11.2016 01:00,Вест Бромвич,Бёрнли,4,0,45,55,16,5,6,2,8,2,2,1,15,13,4,3,2,3,2,2,12,12,,,,,,,,,,,,
20.11.2016 21:00,Мидлсбро,Челси,0,1,42,58,12,13,1,3,7,6,4,4,11,13,2,3,0,1,2,1,13,10,,,2.0,3.0,,,,,,,,
19.11.2016 22:30,Тоттенхэм,Вест Хэм,3,2,67,33,14,11,6,3,4,3,4,5,21,14,4,5,2,6,1,3,13,16,0.0,1.0,3.0,4.0,,,,,,,,
19.11.2016 20:00,Кристал Пэлас,Манчестер Сити,1,2,38,62,9,10,2,4,4,5,3,1,15,11,2,7,1,1,2,1,12,15,,,1.0,2.0,,,,,,,,
19.11.2016 20:00,Сандерленд,Халл,3,0,42,58,11,17,4,7,3,6,4,4,5,6,2,8,1,1,7,1,9,8,1.0,0.0,3.0,0.0,,,,,,,,
19.11.2016 20:00,Саутгемптон,Ливерпуль,0,0,35,65,3,15,0,2,2,8,1,5,13,10,1,8,2,2,2,0,8,11,,,1.0,1.0,,,,,,,,
19.11.2016 20:00,Сток Сити,Борнмут,0,1,51,49,14,8,6,2,5,5,3,1,11,16,3,4,2,3,1,6,17,10,,,3.0,3.0,,,,,,,,
19.11.2016 20:00,Уотфорд,Лестер,2,1,45,55,10,11,3,2,7,4,0,5,18,12,4,6,1,0,1,1,12,18,,,2.0,3.0,,,,,,,,
19.11.2016 20:00,Эвертон,Суонси,1,1,62,38,14,5,6,3,6,2,2,0,17,13,10,3,1,4,2,5,13,12,,,5.0,2.0,,,,,,,,
19.11.2016 17:30,Манчестер Юнайтед,Арсенал,1,1,45,55,12,5,5,1,5,3,2,1,10,18,10,4,3,0,0,4,14,11,,,3.0,3.0,,,,,,,,
06.11.2016 21:30,Лестер,Вест Бромвич,1,2,59,41,5,11,2,5,3,3,0,3,8,12,5,6,4,0,3,1,8,8,,,0.0,2.0,,,,,,,,
06.11.2016 20:00,Суонси,Манчестер Юнайтед,1,3,37,63,6,9,1,3,2,5,3,1,17,9,2,0,0,1,0,0,9,16,,,0.0,2.0,,,,,,,,
06.11.2016 19:15,Ливерпуль,Уотфорд,6,1,60,40,28,11,17,8,9,2,2,1,12,15,6,3,1,2,7,11,14,10,,,1.0,2.0,,,,,,,,
06.11.2016 19:15,Халл,Саутгемптон,2,1,34,66,6,19,2,7,4,5,0,7,15,13,1,10,1,1,6,0,13,15,,,0.0,5.0,,,,,,,,
06.11.2016 17:00,Арсенал,Тоттенхэм,1,1,46,54,15,10,2,3,9,7,4,0,18,17,7,2,7,1,2,1,11,17,,,1.0,2.0,,,,,,,,
05.11.2016 22:30,Челси,Эвертон,5,0,60,40,21,1,9,0,5,1,7,0,17,7,4,2,2,1,0,4,5,16,,,0.0,3.0,,,,,,,,
05.11.2016 20:00,Бёрнли,Кристал Пэлас,3,2,38,62,14,16,7,5,6,7,1,4,15,13,4,7,3,3,3,4,11,12,,,1.0,2.0,,,,,,,,
05.11.2016 20:00,Борнмут,Сандерленд,1,2,70,30,22,9,7,4,10,0,5,5,19,14,12,2,1,2,2,6,14,17,0.0,1.0,3.0,4.0,,,,,,,,
05.11.2016 20:00,Вест Хэм,Сток Сити,1,1,58,42,9,12,2,4,6,7,1,1,11,15,6,4,4,1,3,1,11,10,,,4.0,1.0,,,,,,,,
05.11.2016 20:00,Манчестер Сити,Мидлсбро,1,1,71,29,25,5,7,3,11,1,7,1,17,11,8,2,5,2,2,6,7,15,,,1.0,3.0,,,,,,,,
01.11.2016 01:00,Сток Сити,Суонси,3,1,46,54,17,14,4,6,8,4,5,4,15,8,6,4,2,1,5,1,7,14,,,2.0,0.0,,,,,,,,
30.10.2016 21:00,Саутгемптон,Челси,0,2,55,45,10,13,1,7,6,4,3,2,16,15,7,3,2,0,5,1,13,16,,,,,,,,,,,,
30.10.2016 18:30,Эвертон,Вест Хэм,2,0,49,51,17,13,6,3,4,4,7,6,13,18,8,8,2,1,3,4,15,12,,,2.0,3.0,,,,,,,,
29.10.2016 21:30,Кристал Пэлас,Ливерпуль,2,4,44,56,7,17,6,10,1,5,0,2,6,19,3,3,4,1,6,4,15,5,,,1.0,2.0,,,,,,,,
29.10.2016 19:00,Вест Бромвич,Манчестер Сити,0,4,30,70,9,21,1,8,7,4,1,9,13,20,1,7,3,3,4,1,17,10,,,4.0,3.0,,,,,,,,
29.10.2016 19:00,Манчестер Юнайтед,Бёрнли,0,0,72,28,37,7,11,1,8,5,18,1,11,12,19,1,0,2,1,11,12,9,1.0,0.0,3.0,3.0,,,,,,,,
29.10.2016 19:00,Мидлсбро,Борнмут,2,0,40,60,11,18,3,3,6,8,2,7,6,7,4,9,0,0,3,1,7,7,,,2.0,1.0,,,,,,,,
29.10.2016 19:00,Тоттенхэм,Лестер,1,1,64,36,22,6,5,1,11,4,6,1,19,13,8,1,2,1,0,4,11,20,,,3.0,4.0,,,,,,,,
29.10.2016 19:00,Уотфорд,Халл,1,0,54,46,23,8,0,2,16,4,7,2,8,7,7,2,0,2,2,0,13,8,,,,,,,,,,,,
29.10.2016 16:30,Сандерленд,Арсенал,1,4,34,66,3,21,1,7,1,12,1,2,13,15,0,8,6,1,3,0,9,13,,,4.0,3.0,,,,,,,,
23.10.2016 20:00,Челси,Манчестер Юнайтед,4,0,44,56,14,16,6,5,3,6,5,5,20,9,5,7,2,3,5,2,7,17,,,3.0,2.0,,,,,,,,
23.10.2016 17:30,Манчестер Сити,Саутгемптон,1,1,65,35,14,6,3,2,7,3,4,1,14,11,10,3,1,4,1,2,11,10,,,3.0,3.0,,,,,,,,
22.10.2016 21:30,Ливерпуль,Вест Бромвич,2,1,68,32,21,6,7,1,7,3,7,2,16,12,3,2,3,3,0,5,9,13,,,1.0,3.0,,,,,,,,
22.10.2016 19:00,Арсенал,Мидлсбро,0,0,75,25,9,11,5,4,3,3,1,4,15,11,8,3,5,2,4,5,6,13,,,1.0,0.0,,,,,,,,
22.10.2016 19:00,Бёрнли,Эвертон,2,1,34,66,9,20,3,8,4,2,2,10,15,17,2,8,1,1,7,1,16,15,,,2.0,3.0,,,,,,,,
22.10.2016 19:00,Вест Хэм,Сандерленд,1,0,65,35,20,10,3,2,9,4,8,4,14,13,6,2,3,1,2,2,10,13,,,2.0,5.0,,,,,,,,
22.10.2016 19:00,Лестер,Кристал Пэлас,3,1,45,55,17,23,4,7,8,7,5,9,11,11,7,8,1,3,6,1,10,8,,,,,,,,,,,,
22.10.2016 19:00,Суонси,Уотфорд,0,0,54,46,11,10,5,2,3,3,3,5,21,15,7,2,1,4,2,5,15,16,,,2.0,1.0,,,,,,,,
22.10.2016 19:00,Халл,Сток Сити,0,2,49,51,9,12,2,6,6,4,1,2,8,17,5,7,1,0,4,2,16,8,,,2.0,3.0,,,,,,,,
22.10.2016 16:30,Борнмут,Тоттенхэм,0,0,38,62,8,16,1,4,3,6,4,6,18,12,7,4,1,3,4,1,10,15,,,2.0,4.0,,,,,,,,
18.10.2016 00:00,Ливерпуль,Манчестер Юнайтед,0,0,65,35,9,7,3,1,3,5,3,1,25,16,3,1,2,5,1,3,14,20,,,0.0,4.0,,,,,,,,
16.10.2016 20:00,Саутгемптон,Бёрнли,3,1,65,35,34,6,14,1,9,4,11,1,11,10,8,4,0,1,0,11,11,10,,,1.0,2.0,,,,,,,,
16.10.2016 17:30,Мидлсбро,Уотфорд,0,1,64,36,10,4,3,2,7,1,0,1,11,15,4,6,0,1,1,3,15,10,,,4.0,1.0,,,,,,,,
15.10.2016 21:30,Кристал Пэлас,Вест Хэм,0,1,56,44,12,12,3,4,8,5,1,3,13,13,7,6,1,1,3,3,12,13,0.0,1.0,1.0,5.0,,,,,,,,
15.10.2016 19:00,Арсенал,Суонси,3,2,49,51,16,13,6,6,7,5,3,2,12,16,5,6,9,2,4,3,7,10,1.0,0.0,0.0,1.0,,,,,,,,
15.10.2016 19:00,Борнмут,Халл,6,1,49,51,22,11,10,4,5,6,7,1,14,8,5,4,0,0,3,4,8,14,,,0.0,3.0,,,,,,,,
15.10.2016 19:00,Вест Бромвич,Тоттенхэм,1,1,29,71,8,20,4,8,3,3,1,9,12,15,5,8,1,3,7,3,14,10,,,2.0,2.0,,,,,,,,
15.10.2016 19:00,Манчестер Сити,Эвертон,1,1,73,27,19,3,8,2,5,1,6,0,13,7,13,1,0,6,1,7,7,9,,,0.0,2.0,,,,,,,,
15.10.2016 19:00,Сток Сити,Сандерленд,2,0,57,43,17,11,6,1,4,4,7,6,15,11,6,4,2,2,1,4,10,13,,,1.0,1.0,,,,,,,,
15.10.2016 16:30,Челси,Лестер,3,0,55,45,16,5,6,0,6,3,4,2,13,6,8,5,0,1,0,3,6,12,,,1.0,1.0,,,,,,,,
02.10.2016 20:30,Бёрнли,Арсенал,0,1,33,67,10,18,1,3,6,8,3,7,3,6,2,6,4,0,2,1,2,3,,,,,,,,,,,,
02.10.2016 18:15,Лестер,Саутгемптон,0,0,38,62,9,11,1,5,5,3,3,3,11,10,3,6,1,2,5,1,9,9,,,1.0,0.0,,,,,,,,
02.10.2016 18:15,Тоттенхэм,Манчестер Сити,2,0,42,58,13,12,7,6,4,3,2,3,14,29,4,3,8,5,6,5,20,10,,,2.0,2.0,,,,,,,,
02.10.2016 16:00,Манчестер Юнайтед,Сток Сити,1,1,67,33,24,7,9,6,7,1,8,0,10,14,13,2,1,1,5,8,14,9,,,3.0,0.0,,,,,,,,
01.10.2016 19:00,Вест Хэм,Мидлсбро,1,1,40,60,19,9,2,3,11,4,6,2,14,18,4,5,5,2,2,1,13,12,,,2.0,3.0,,,,,,,,
01.10.2016 19:00,Сандерленд,Вест Бромвич,1,1,56,44,7,17,2,7,4,7,1,3,14,8,6,5,2,1,6,1,7,13,,,1.0,3.0,,,,,,,,
01.10.2016 19:00,Уотфорд,Борнмут,2,2,48,52,17,11,7,2,5,6,5,3,14,17,4,5,0,2,0,5,17,12,,,3.0,4.0,,,,,,,,
01.10.2016 19:00,Халл,Челси,0,2,40,60,8,22,3,9,2,9,3,4,15,14,5,7,1,0,7,3,13,15,,,2.0,2.0,,,,,,,,
01.10.2016 16:30,Суонси,Ливерпуль,1,2,41,59,8,18,3,6,4,3,1,9,11,10,3,10,1,2,4,2,11,9,,,2.0,2.0,,,,,,,,
01.10.2016 00:00,Эвертон,Кристал Пэлас,1,1,57,43,13,10,3,2,6,2,4,6,12,19,10,9,3,1,1,2,16,11,,,5.0,4.0,,,,,,,,
27.09.2016 00:00,Бёрнли,Уотфорд,2,0,44,56,13,12,4,3,3,4,6,5,14,17,7,6,5,0,3,2,11,15,,,1.0,3.0,,,,,,,,
25.09.2016 20:00,Вест Хэм,Саутгемптон,0,3,45,55,13,18,1,9,7,5,5,4,13,8,6,2,0,0,6,1,9,14,,,5.0,2.0,,,,,,,,
24.09.2016 21:30,Арсенал,Челси,3,0,50,50,14,9,5,2,5,5,4,2,13,14,9,1,5,2,2,2,9,11,,,0.0,2.0,,,,,,,,
24.09.2016 19:00,Борнмут,Эвертон,1,0,53,47,12,13,1,2,7,6,4,5,16,11,5,3,1,2,2,0,10,14,,,2.0,2.0,,,,,,,,
24.09.2016 19:00,Ливерпуль,Халл,5,1,74,26,32,2,12,1,9,1,11,0,7,8,13,2,0,1,0,7,6,8,0.0,1.0,1.0,2.0,,,,,,,,
24.09.2016 19:00,Мидлсбро,Тоттенхэм,1,2,41,59,6,19,2,5,2,7,2,7,12,13,2,10,0,3,3,1,14,9,,,2.0,1.0,,,,,,,,
24.09.2016 19:00,Сандерленд,Кристал Пэлас,2,3,46,54,11,20,4,4,4,12,3,4,14,18,3,5,3,2,1,2,15,12,,,0.0,2.0,,,,,,,,
24.09.2016 19:00,Сток Сити,Вест Бромвич,1,1,56,44,12,9,2,3,4,3,6,3,14,10,6,6,1,1,2,1,9,13,,,3.0,4.0,,,,,,,,
24.09.2016 19:00,Суонси,Манчестер Сити,1,3,42,58,13,18,5,4,7,9,1,5,12,16,2,7,1,2,1,4,15,9,,,2.0,4.0,,,,,,,,
24.09.2016 16:30,Манчестер Юнайтед,Лестер,4,1,67,33,16,10,7,3,8,1,1,6,13,12,8,6,4,1,2,3,9,12,,,0.0,2.0,,,,,,,,
18.09.2016 20:30,Тоттенхэм,Сандерленд,1,0,74,26,31,6,9,2,15,3,7,1,16,7,14,1,0,0,2,8,7,16,0.0,1.0,1.0,7.0,,,,,,,,
18.09.2016 18:15,Кристал Пэлас,Сток Сити,4,1,57,43,14,11,8,4,2,6,4,1,12,13,10,5,2,3,3,4,15,9,,,2.0,1.0,,,,,,,,
18.09.2016 18:15,Саутгемптон,Суонси,1,0,53,47,19,9,6,3,9,5,4,1,5,14,7,1,5,1,3,5,14,9,,,1.0,1.0,,,,,,,,
18.09.2016 16:00,Уотфорд,Манчестер Юнайтед,3,1,40,60,10,15,5,2,3,9,2,4,20,14,5,7,0,2,1,2,14,19,,,3.0,4.0,,,,,,,,
17.09.2016 21:30,Эвертон,Мидлсбро,3,1,52,48,11,7,6,0,4,3,1,4,17,9,6,3,4,3,0,3,5,15,,,2.0,1.0,,,,,,,,
17.09.2016 19:00,Вест Бромвич,Вест Хэм,4,2,29,71,8,23,6,5,2,9,0,9,6,13,2,6,1,1,3,2,14,6,,,2.0,1.0,,,,,,,,
17.09.2016 19:00,Лестер,Бёрнли,3,0,59,41,14,7,6,2,3,4,5,1,14,11,7,1,2,4,2,3,10,9,,,0.0,1.0,,,,,,,,
17.09.2016 19:00,Манчестер Сити,Борнмут,4,0,64,36,20,6,12,2,3,3,5,1,13,10,5,5,1,2,2,8,8,11,1.0,0.0,1.0,1.0,,,,,,,,
17.09.2016 19:00,Халл,Арсенал,1,4,39,61,6,24,2,9,2,6,2,9,12,11,2,4,3,2,5,1,9,12,1.0,0.0,0.0,2.0,,,,,,,,
17.09.2016 00:00,Челси,Ливерпуль,1,2,53,47,12,13,4,5,3,2,5,6,14,10,6,4,6,2,3,3,6,13,,,1.0,1.0,,,,,,,,
13.09.2016 00:00,Сандерленд,Эвертон,0,3,33,67,11,20,2,9,1,8,8,3,9,11,5,5,0,1,6,2,11,8,,,1.0,1.0,,,,,,,,
11.09.2016 20:00,Суонси,Челси,2,2,45,55,6,28,2,7,2,12,2,9,11,17,1,11,0,3,5,0,17,9,,,3.0,4.0,,,,,,,,
10.09.2016 21:30,Ливерпуль,Лестер,4,1,63,37,17,12,11,3,2,4,4,5,9,6,1,7,3,1,2,7,4,8,,,1.0,3.0,,,,,,,,
10.09.2016 19:00,Арсенал,Саутгемптон,2,1,57,43,17,11,2,5,7,4,8,2,9,10,6,1,0,2,4,0,10,8,,,2.0,5.0,,,,,,,,
10.09.2016 19:00,Бёрнли,Халл,1,1,39,61,13,11,2,3,6,8,5,0,6,13,5,9,0,3,2,1,13,3,,,2.0,0.0,,,,,,,,
10.09.2016 19:00,Борнмут,Вест Бромвич,1,0,63,37,12,12,5,2,5,6,2,4,12,10,10,5,1,1,2,4,9,11,,,1.0,3.0,,,,,,,,
10.09.2016 19:00,Вест Хэм,Уотфорд,2,4,58,42,19,13,4,8,11,3,4,2,15,12,4,4,2,1,4,2,10,15,,,2.0,2.0,,,,,,,,
10.09.2016 19:00,Мидлсбро,Кристал Пэлас,1,2,58,42,12,11,4,4,5,3,3,4,10,7,6,6,3,1,2,3,5,9,,,1.0,2.0,,,,,,,,
10.09.2016 19:00,Сток Сити,Тоттенхэм,0,4,40,60,15,20,2,8,6,4,7,8,17,15,10,8,2,0,4,2,13,18,,,3.0,2.0,,,,,,,,
10.09.2016 16:30,Манчестер Юнайтед,Манчестер Сити,1,2,40,60,14,18,3,6,6,8,5,4,13,18,4,4,3,3,4,2,15,10,,,4.0,2.0,,,,,,,,
28.08.2016 20:00,Манчестер Сити,Вест Хэм,3,1,67,33,22,9,5,2,10,5,7,2,13,10,5,4,3,3,1,2,5,10,,,1.0,3.0,,,,,,,,
28.08.2016 17:30,Вест Бромвич,Мидлсбро,0,0,41,59,13,7,2,2,6,4,5,1,14,13,5,4,1,3,2,2,12,11,,,1.0,3.0,,,,,,,,
27.08.2016 21:30,Халл,Манчестер Юнайтед,0,1,38,62,8,29,2,9,4,12,2,8,7,7,1,6,0,1,8,2,9,6,,,2.0,3.0,,,,,,,,
27.08.2016 19:00,Кристал Пэлас,Борнмут,1,1,59,41,24,10,5,3,12,4,7,3,12,19,10,4,5,2,2,4,15,10,,,2.0,1.0,,,,,,,,
27.08.2016 19:00,Лестер,Суонси,2,1,52,48,13,9,6,3,5,5,2,1,10,17,4,6,3,1,2,4,14,10,,,2.0,2.0,,,,,,,,
27.08.2016 19:00,Саутгемптон,Сандерленд,1,1,64,36,16,5,7,2,5,2,4,1,10,19,5,5,4,2,1,6,15,8,,,2.0,2.0,,,,,,,,
27.08.2016 19:00,Уотфорд,Арсенал,1,3,45,55,14,10,6,7,6,2,2,1,19,18,3,2,1,2,4,5,18,15,,,6.0,1.0,,,,,,,,
27.08.2016 19:00,Челси,Бёрнли,3,0,61,39,22,6,10,0,7,4,5,2,11,7,9,5,1,2,0,7,6,9,,,2.0,2.0,,,,,,,,
27.08.2016 19:00,Эвертон,Сток Сити,1,0,55,45,21,8,9,1,7,4,5,3,11,17,9,2,3,1,1,8,14,11,,,2.0,1.0,,,,,,,,
27.08.2016 16:30,Тоттенхэм,Ливерпуль,1,1,49,51,11,13,4,3,5,4,2,6,23,12,5,5,2,6,2,3,11,17,,,3.0,5.0,,,,,,,,
21.08.2016 20:00,Вест Хэм,Борнмут,1,0,47,53,15,9,2,5,8,1,5,3,16,16,1,6,1,1,5,1,15,15,0.0,1.0,3.0,3.0,,,,,,,0.0,0.0
21.08.2016 17:30,Сандерленд,Мидлсбро,1,2,47,53,18,8,5,3,6,2,7,3,14,13,8,1,2,0,1,4,11,14,,,1.0,1.0,,,,,,,,
20.08.2016 21:30,Лестер,Арсенал,0,0,40,60,8,13,1,4,2,4,5,5,9,12,2,7,1,2,4,1,11,7,,,1.0,2.0,,,,,,,,
20.08.2016 19:00,Бёрнли,Ливерпуль,2,0,20,80,3,26,2,5,1,13,0,8,5,16,1,12,3,0,5,0,14,5,,,0.0,1.0,,,,,,,,
20.08.2016 19:00,Вест Бромвич,Эвертон,1,2,34,66,11,13,4,7,5,5,2,1,11,16,7,4,0,1,5,3,16,10,,,3.0,1.0,,,,,,,,
20.08.2016 19:00,Суонси,Халл,0,2,57,43,23,12,3,4,13,3,7,5,15,7,8,3,0,5,2,3,7,10,,,,,,,,,,,,
20.08.2016 19:00,Тоттенхэм,Кристал Пэлас,1,0,57,43,20,10,5,2,9,6,6,2,9,21,10,4,2,0,2,4,19,9,,,3.0,3.0,,,,,,,,
20.08.2016 19:00,Уотфорд,Челси,1,2,38,62,6,13,2,4,2,6,2,3,12,21,0,5,1,2,2,1,20,10,,,4.0,3.0,,,,,,,,
20.08.2016 16:30,Сток Сити,Манчестер Сити,1,4,43,57,8,12,3,6,3,2,2,4,13,14,7,7,3,1,2,2,12,13,,,3.0,4.0,,,,,,,,
20.08.2016 00:00,Манчестер Юнайтед,Саутгемптон,2,0,43,57,12,13,5,1,6,9,1,3,9,13,4,0,2,2,1,3,11,9,,,,,,,,,,,,
16.08.2016 00:00,Челси,Вест Хэм,2,1,62,38,16,7,6,3,6,2,4,2,16,16,7,1,1,1,2,4,15,16,,,5.0,2.0,,,,,,,,
14.08.2016 20:00,Арсенал,Ливерпуль,3,4,51,49,9,16,5,7,3,3,1,6,20,17,5,4,4,3,3,2,13,17,,,3.0,3.0,,,,,,,,
14.08.2016 17:30,Борнмут,Манчестер Юнайтед,1,3,47,53,9,11,3,7,2,2,4,2,14,9,4,2,3,4,4,2,7,10,,,0.0,1.0,,,,,,,,
13.08.2016 21:30,Манчестер Сити,Сандерленд,2,1,77,23,16,7,4,3,8,2,4,2,14,12,9,6,1,2,2,2,11,14,,,1.0,2.0,,,,,,,,
13.08.2016 19:00,Бёрнли,Суонси,0,1,47,53,10,17,3,9,5,6,2,2,16,12,7,4,3,2,8,3,10,14,,,3.0,2.0,,,,,,,,
13.08.2016 19:00,Кристал Пэлас,Вест Бромвич,0,1,63,37,14,13,4,3,7,8,3,2,17,12,3,6,0,2,2,4,12,15,,,2.0,2.0,,,,,,,,
13.08.2016 19:00,Мидлсбро,Сток Сити,1,1,46,54,12,12,2,1,6,9,4,2,16,19,9,6,1,2,0,1,16,14,,,3.0,5.0,,,,,,,,
13.08.2016 19:00,Саутгемптон,Уотфорд,1,1,65,35,24,5,6,1,10,4,8,0,12,9,6,2,1,0,0,5,8,12,0.0,1.0,1.0,2.0,,,,,,,,
13.08.2016 19:00,Эвертон,Тоттенхэм,1,1,42,58,12,13,6,4,4,4,2,5,14,14,5,6,5,0,3,5,10,14,,,,,,,,,,,,
13.08.2016 16:30,Халл,Лестер,2,1,50,50,14,18,5,5,7,9,2,4,17,8,5,3,1,0,4,3,8,17,,,2.0,2.0,,,,,,,,
