Дата,Команда 1,Команда 2,К1 Счет,К2 Счет,К1 Владение мячом,К2 Владение мячом,К1 Удары,К2 Удары,К1 Удары в створ,К2 Удары в створ,К1 Удары мимо,К2 Удары мимо,К1 Блок-но ударов,К2 Блок-но ударов,К1 Штрафные,К2 Штрафные,К1 Угловые,К2 Угловые,К1 Офсайды,К2 Офсайды,К1 Сэйвы,К2 Сэйвы,К1 Фолы,К2 Фолы,К1 Желтые карточки,К2 Желтые карточки,К1 Красные карточки,К2 Красные карточки,К1 Всего передач,К2 Всего передач,К1 Вбрасывания,К2 Вбрасывания
17.10.2015 19:00,Манчестер Сити,Борнмут,5,1,55,45,15,5,11,1,4,3,0,1,6.0,13.0,1,7,2,1,0,6,11,5,2.0,1.0,,,,,,
17.10.2015 19:00,Саутгемптон,Лестер,2,2,50,50,14,26,6,7,6,11,2,8,10.0,17.0,6,7,1,0,5,4,16,10,2.0,0.0,,,,,,
17.10.2015 19:00,Челси,Астон Вилла,2,0,49,51,9,8,3,1,3,4,3,3,16.0,21.0,4,4,1,0,1,1,22,17,1.0,3.0,,,,,,
17.10.2015 19:00,Эвертон,Манчестер Юнайтед,0,3,52,48,12,10,3,7,6,2,3,1,15.0,12.0,5,3,0,1,4,3,12,14,2.0,2.0,,,,,,
17.10.2015 16:45,Тоттенхэм,Ливерпуль,0,0,48,52,13,12,4,3,4,4,5,5,16.0,17.0,8,6,2,5,3,4,15,11,1.0,2.0,,,,,,
04.10.2015 20:00,Арсенал,Манчестер Юнайтед,3,0,38,62,12,9,5,5,5,3,2,1,20.0,10.0,3,6,2,3,5,2,8,17,1.0,3.0,,,,,,
04.10.2015 20:00,Суонси,Тоттенхэм,2,2,45,55,11,19,2,11,5,4,4,4,19.0,10.0,5,6,1,0,9,0,8,19,1.0,4.0,,,,,,
04.10.2015 17:30,Эвертон,Ливерпуль,1,1,50,50,14,13,4,4,2,5,8,4,19.0,11.0,5,11,1,0,3,3,10,19,3.0,3.0,,,,,,
03.10.2015 21:30,Челси,Саутгемптон,1,3,61,39,10,13,3,5,4,4,3,4,16.0,16.0,4,6,1,3,2,2,14,14,2.0,5.0,,,,,,
03.10.2015 19:00,Астон Вилла,Сток Сити,0,1,56,44,13,12,2,5,4,4,7,3,13.0,14.0,9,5,2,2,4,2,12,12,1.0,0.0,,,,,,
03.10.2015 19:00,Борнмут,Уотфорд,1,1,54,46,12,11,6,2,4,5,2,4,13.0,12.0,5,3,4,1,1,5,8,13,1.0,1.0,,,,,,
03.10.2015 19:00,Манчестер Сити,Ньюкасл Юнайтед,6,1,65,35,23,6,11,4,8,1,4,1,11.0,14.0,6,3,1,3,3,5,13,8,3.0,2.0,,,,,,
03.10.2015 19:00,Норвич,Лестер,1,2,66,34,17,16,2,5,9,9,6,2,6.0,4.0,16,8,2,1,3,1,4,4,0.0,1.0,,,,,,
03.10.2015 19:00,Сандерленд,Вест Хэм,2,2,44,56,12,20,3,6,5,9,4,5,13.0,16.0,1,8,2,2,4,1,14,11,4.0,4.0,1.0,0.0,,,,
03.10.2015 16:45,Кристал Пэлас,Вест Бромвич,2,0,61,39,21,7,8,2,7,3,6,2,13.0,17.0,8,3,3,1,2,6,14,13,3.0,3.0,,,,,,
29.09.2015 00:00,Вест Бромвич,Эвертон,2,3,46,54,9,12,4,4,4,5,1,3,10.0,12.0,6,4,3,2,1,2,9,8,0.0,3.0,,,,,,
27.09.2015 20:00,Уотфорд,Кристал Пэлас,0,1,55,45,15,16,2,3,9,8,4,5,22.0,16.0,6,4,0,0,2,2,17,22,4.0,4.0,,,,,,
26.09.2015 21:30,Ньюкасл Юнайтед,Челси,2,2,38,62,11,16,5,4,3,8,3,4,17.0,14.0,4,6,1,3,2,3,12,15,1.0,2.0,,,,,,
26.09.2015 19:00,Вест Хэм,Норвич,2,2,48,52,19,16,7,7,8,5,4,4,17.0,10.0,7,5,3,0,5,5,2,11,,,,,,,,
26.09.2015 19:00,Лестер,Арсенал,2,5,49,51,16,26,7,12,6,1,3,13,14.0,10.0,6,5,0,2,7,5,9,12,1.0,1.0,,,,,,
26.09.2015 19:00,Ливерпуль,Астон Вилла,3,2,63,37,21,10,12,4,2,5,7,1,13.0,11.0,11,1,3,1,2,9,8,13,,,,,,,,
26.09.2015 19:00,Манчестер Юнайтед,Сандерленд,3,0,63,37,12,9,7,4,1,1,4,4,17.0,12.0,5,2,0,0,4,4,12,17,0.0,3.0,,,,,,
26.09.2015 19:00,Саутгемптон,Суонси,3,1,44,56,18,11,7,4,8,4,3,3,16.0,23.0,4,3,6,3,3,4,18,14,3.0,1.0,,,,,,
26.09.2015 19:00,Сток Сити,Борнмут,2,1,44,56,8,11,5,6,2,1,1,4,14.0,14.0,3,7,2,4,5,3,13,11,1.0,0.0,,,,,,
26.09.2015 16:45,Тоттенхэм,Манчестер Сити,4,1,47,53,15,22,8,8,3,6,4,8,9.0,22.0,5,9,5,3,7,4,17,6,5.0,1.0,,,,,,
20.09.2015 20:00,Ливерпуль,Норвич,1,1,60,40,23,7,7,2,7,4,9,1,14.0,7.0,6,2,3,1,1,6,4,13,1.0,2.0,,,,,,
20.09.2015 20:00,Саутгемптон,Манчестер Юнайтед,2,3,41,59,15,10,8,3,6,5,1,2,16.0,7.0,5,5,1,3,0,6,6,13,2.0,0.0,,,,,,
20.09.2015 17:30,Тоттенхэм,Кристал Пэлас,1,0,55,45,22,12,6,4,6,4,10,4,14.0,12.0,6,5,3,3,4,5,9,11,1.0,2.0,,,,,,
19.09.2015 21:30,Манчестер Сити,Вест Хэм,1,2,72,28,27,6,8,3,9,3,10,0,9.0,12.0,16,3,2,2,1,7,10,7,1.0,2.0,,,,,,
19.09.2015 19:00,Астон Вилла,Вест Бромвич,0,1,60,40,12,11,3,6,5,2,4,3,12.0,12.0,2,7,2,1,5,3,10,11,2.0,3.0,,,,,,
19.09.2015 19:00,Борнмут,Сандерленд,2,0,53,47,15,9,5,2,4,3,6,4,18.0,16.0,7,3,2,4,2,3,14,15,2.0,6.0,0.0,1.0,,,,
19.09.2015 19:00,Ньюкасл Юнайтед,Уотфорд,1,2,58,42,15,13,5,4,7,6,3,3,14.0,11.0,5,5,4,1,2,4,8,12,1.0,2.0,,,,,,
19.09.2015 19:00,Сток Сити,Лестер,2,2,55,45,11,12,4,5,5,6,2,1,13.0,9.0,3,4,3,1,3,2,7,12,1.0,4.0,,,,,,
19.09.2015 19:00,Суонси,Эвертон,0,0,48,52,12,17,3,2,6,7,3,8,11.0,15.0,2,4,3,1,2,3,12,11,2.0,2.0,0.0,1.0,,,,
19.09.2015 16:45,Челси,Арсенал,2,0,64,36,22,9,7,2,5,4,10,3,14.0,13.0,5,5,0,3,2,5,12,11,3.0,4.0,0.0,2.0,,,,
15.09.2015 00:00,Вест Хэм,Ньюкасл Юнайтед,2,0,41,59,17,14,3,4,8,5,6,5,11.0,8.0,6,7,0,2,4,1,8,11,0.0,2.0,,,,,,
13.09.2015 20:00,Лестер,Астон Вилла,3,2,49,51,21,11,6,4,9,3,6,4,14.0,10.0,4,5,1,1,2,3,8,13,2.0,1.0,,,,,,
13.09.2015 17:30,Сандерленд,Тоттенхэм,0,1,44,56,12,14,2,4,5,5,5,5,13.0,13.0,6,8,2,0,3,2,11,12,2.0,1.0,,,,,,
12.09.2015 21:30,Манчестер Юнайтед,Ливерпуль,3,1,53,47,9,8,3,4,3,4,3,0,12.0,8.0,4,4,2,2,3,0,6,11,1.0,2.0,,,,,,
12.09.2015 19:00,Арсенал,Сток Сити,2,0,66,34,29,9,12,4,9,2,8,3,16.0,9.0,13,1,3,3,4,10,6,13,1.0,1.0,,,,,,
12.09.2015 19:00,Вест Бромвич,Саутгемптон,0,0,34,66,8,14,1,4,4,5,3,5,7.0,6.0,4,5,1,2,4,1,5,5,1.0,0.0,,,,,,
12.09.2015 19:00,Кристал Пэлас,Манчестер Сити,0,1,42,58,10,21,2,7,6,10,2,4,13.0,18.0,4,4,5,0,6,2,13,13,2.0,3.0,,,,,,
12.09.2015 19:00,Норвич,Борнмут,3,1,49,51,12,7,4,2,8,3,0,2,13.0,10.0,4,4,0,2,1,1,10,11,2.0,3.0,,,,,,
12.09.2015 19:00,Уотфорд,Суонси,1,0,38,62,17,8,6,3,7,4,4,1,20.0,11.0,1,3,0,6,3,5,11,14,1.0,1.0,1.0,0.0,,,,
12.09.2015 16:45,Эвертон,Челси,3,1,38,62,14,15,9,2,5,6,0,7,14.0,12.0,7,14,0,2,1,6,12,12,2.0,2.0,,,,,,
30.08.2015 20:00,Суонси,Манчестер Юнайтед,2,1,35,65,9,11,4,4,4,6,1,1,16.0,9.0,0,1,3,1,3,2,6,15,2.0,2.0,,,,,,
30.08.2015 17:30,Саутгемптон,Норвич,3,0,62,38,23,6,8,1,13,3,2,2,12.0,6.0,6,4,2,0,1,5,4,12,0.0,2.0,0.0,1.0,,,,
29.08.2015 21:30,Тоттенхэм,Эвертон,0,0,50,50,20,8,6,3,8,4,6,1,10.0,23.0,6,2,3,1,3,6,20,9,4.0,1.0,,,,,,
29.08.2015 19:00,Астон Вилла,Сандерленд,2,2,63,37,21,7,6,3,11,3,4,1,15.0,11.0,5,4,0,1,1,4,10,14,2.0,1.0,,,,,,
29.08.2015 19:00,Борнмут,Лестер,1,1,56,44,5,4,2,2,0,2,3,0,20.0,9.0,4,4,1,1,1,1,9,19,2.0,4.0,,,,,,
29.08.2015 19:00,Ливерпуль,Вест Хэм,0,3,63,37,13,12,1,5,7,4,5,3,12.0,18.0,5,7,1,1,2,1,17,12,5.0,2.0,1.0,1.0,,,,
29.08.2015 19:00,Манчестер Сити,Уотфорд,2,0,59,41,18,7,5,0,8,2,5,5,13.0,9.0,9,3,1,1,0,3,9,12,1.0,2.0,,,,,,
29.08.2015 19:00,Сток Сити,Вест Бромвич,0,1,49,51,12,15,4,5,5,6,3,4,12.0,8.0,6,5,2,3,4,4,4,9,1.0,4.0,2.0,0.0,,,,
29.08.2015 19:00,Челси,Кристал Пэлас,1,2,64,36,26,13,8,6,9,5,9,2,17.0,9.0,7,7,0,2,4,7,9,15,1.0,1.0,,,,,,
29.08.2015 16:45,Ньюкасл Юнайтед,Арсенал,0,1,26,74,1,22,0,9,1,5,0,8,10.0,19.0,0,9,2,2,8,0,15,8,6.0,1.0,1.0,0.0,,,,
25.08.2015 00:00,Арсенал,Ливерпуль,0,0,66,34,19,15,5,8,9,4,5,3,17.0,6.0,7,8,5,4,8,5,2,13,1.0,4.0,,,,,,
23.08.2015 20:00,Уотфорд,Саутгемптон,0,0,52,48,13,14,0,5,6,9,7,0,13.0,14.0,5,2,4,2,5,0,10,11,0.0,2.0,,,,,,
23.08.2015 20:00,Эвертон,Манчестер Сити,0,2,45,55,10,16,1,9,5,3,4,4,9.0,8.0,8,7,3,2,7,1,5,7,0.0,3.0,,,,,,
23.08.2015 17:30,Вест Бромвич,Челси,2,3,44,56,15,15,6,5,6,7,3,3,12.0,11.0,8,7,2,1,2,4,9,12,2.0,1.0,0.0,1.0,,,,
22.08.2015 19:00,Вест Хэм,Борнмут,3,4,47,53,9,15,4,7,2,6,3,2,11.0,10.0,5,4,3,1,3,1,8,11,0.0,1.0,1.0,0.0,,,25.0,33.0
22.08.2015 19:00,Кристал Пэлас,Астон Вилла,2,1,51,49,16,11,6,2,7,6,3,3,15.0,16.0,6,4,4,0,2,4,12,15,3.0,3.0,,,,,15.0,22.0
22.08.2015 19:00,Лестер,Тоттенхэм,1,1,42,58,13,19,2,6,5,9,6,4,14.0,8.0,2,7,1,0,5,1,7,14,1.0,4.0,,,,,21.0,26.0
22.08.2015 19:00,Норвич,Сток Сити,1,1,46,54,21,6,7,1,8,4,6,1,8.0,19.0,9,0,2,4,0,6,16,5,4.0,1.0,,,,,26.0,21.0
22.08.2015 19:00,Сандерленд,Суонси,1,1,43,57,10,20,2,9,5,6,3,5,11.0,20.0,2,4,4,2,8,1,16,9,4.0,2.0,,,,,,
22.08.2015 16:45,Манчестер Юнайтед,Ньюкасл Юнайтед,0,0,66,34,20,7,8,0,3,4,9,3,13.0,19.0,11,5,4,2,0,8,15,11,2.0,2.0,,,,,20.0,12.0
18.08.2015 00:00,Ливерпуль,Борнмут,1,0,56,44,18,13,2,2,11,6,5,5,18.0,12.0,6,8,1,0,2,1,11,18,1.0,4.0,,,,,,
16.08.2015 20:00,Манчестер Сити,Челси,3,0,49,51,18,10,8,3,6,4,4,3,16.0,21.0,5,1,1,3,3,5,19,13,4.0,2.0,,,,,,
16.08.2015 17:30,Кристал Пэлас,Арсенал,1,2,41,59,11,19,4,6,4,6,3,7,14.0,17.0,6,6,3,2,4,3,14,12,1.0,1.0,,,,,,
15.08.2015 19:00,Вест Хэм,Лестер,1,2,65,35,10,11,3,6,3,3,4,2,13.0,11.0,8,4,1,1,4,2,11,12,1.0,3.0,1.0,0.0,,,,
15.08.2015 19:00,Сандерленд,Норвич,1,3,48,52,6,19,2,6,3,4,1,9,8.0,9.0,6,6,2,1,3,1,7,7,1.0,2.0,,,,,,
15.08.2015 19:00,Суонси,Ньюкасл Юнайтед,2,0,65,35,19,4,6,2,6,2,7,0,9.0,14.0,4,4,3,1,2,4,11,8,2.0,3.0,0.0,1.0,,,,
15.08.2015 19:00,Тоттенхэм,Сток Сити,2,2,53,47,13,16,7,7,2,7,4,2,14.0,17.0,4,3,3,3,5,5,15,11,2.0,2.0,,,,,,
15.08.2015 19:00,Уотфорд,Вест Бромвич,0,0,59,41,16,6,5,0,8,5,3,1,10.0,13.0,2,4,0,0,0,5,13,10,1.0,2.0,,,,,,
15.08.2015 16:45,Саутгемптон,Эвертон,0,3,55,45,17,10,4,4,9,2,4,4,12.0,12.0,9,9,1,2,1,4,11,10,4.0,2.0,,,,,,
14.08.2015 23:45,Астон Вилла,Манчестер Юнайтед,0,1,45,55,5,9,1,2,3,4,1,3,13.0,18.0,3,5,4,3,1,1,14,10,2.0,2.0,,,,,,
11.08.2015 00:00,Вест Бромвич,Манчестер Сити,0,3,31,69,9,19,2,7,6,2,1,10,9.0,14.0,6,6,2,0,4,2,12,9,4.0,1.0,,,,,16.0,12.0
09.08.2015 20:00,Сток Сити,Ливерпуль,0,1,47,53,7,8,1,3,4,1,2,4,19.0,10.0,3,5,3,2,2,1,9,16,2.0,4.0,,,,,25.0,22.0
09.08.2015 17:30,Арсенал,Вест Хэм,0,2,62,38,22,8,6,4,7,2,9,2,10.0,15.0,5,4,3,1,2,6,12,9,1.0,3.0,,,,,18.0,21.0
09.08.2015 17:30,Ньюкасл Юнайтед,Саутгемптон,2,2,55,45,8,15,3,5,3,7,2,3,14.0,10.0,6,6,0,3,3,2,9,12,2.0,4.0,,,,,33.0,19.0
08.08.2015 21:30,Челси,Суонси,2,2,52,48,11,18,3,10,4,3,4,5,22.0,16.0,4,8,2,4,8,1,15,16,1.0,3.0,1.0,0.0,,,24.0,22.0
08.08.2015 19:00,Борнмут,Астон Вилла,0,1,59,41,11,7,2,3,7,2,2,2,13.0,12.0,6,3,0,0,2,2,13,13,3.0,4.0,,,,,30.0,19.0
08.08.2015 19:00,Лестер,Сандерленд,4,2,44,56,19,10,8,5,7,3,4,2,17.0,13.0,6,3,0,1,3,4,13,17,2.0,4.0,,,,,21.0,25.0
08.08.2015 19:00,Норвич,Кристал Пэлас,1,3,63,37,17,11,6,7,9,2,2,2,22.0,17.0,1,4,4,2,4,5,14,20,1.0,0.0,,,,,23.0,19.0
08.08.2015 19:00,Эвертон,Уотфорд,2,2,67,33,10,11,5,5,3,3,2,3,14.0,11.0,8,2,4,1,3,3,7,13,1.0,2.0,,,,,30.0,14.0
08.08.2015 16:45,Манчестер Юнайтед,Тоттенхэм,1,0,50,50,9,9,1,4,4,2,4,3,14.0,13.0,1,2,2,2,4,0,12,12,2.0,3.0,,,,,25.0,23.0
